c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,sensitive
0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,2
1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,2
1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,2
1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,2
1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,2
1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0
1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1
1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,2
0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1
0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1
0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0
1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1
0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,2
1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,2
1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,2
0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,2
1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,2
0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,2
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,2
1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,2
0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,2
1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,2
1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,2
1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,2
1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1
0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1
1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,2
0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1
1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1
0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,2
0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1
0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0
1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,2
1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,2
0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,2
0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,2
1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,2
1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,2
1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0
0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1
0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1
1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2
1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1
0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1
1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1
1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2
1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2
1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1
1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,2
0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,2
1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,2
1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2
0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,2
0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,2
0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1
1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,2
1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,2
0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0
0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,2
1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,2
1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0
1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,2
0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1
0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1
0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,2
0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1
0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1
1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,2
1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2
0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1
0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2
0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1
0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,2
0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,2
0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1
0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,2
1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,2
1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,2
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,2
0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2
1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1
0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1
1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,2
0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,2
1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1
1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0
1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0
1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1
0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1
0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0
1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1
0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1
0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0
0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2
0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1
1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2
1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,2
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2
0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2
0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0
1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,2
1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1
1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2
1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2
1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,2
0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,2
0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1
1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1
1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1
0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,2
1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,2
1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2
0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0
0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,2
1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,2
0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,2
0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,2
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2
1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,2
1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,2
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0
0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2
0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,2
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1
1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0
0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1
1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,2
1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2
1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0
0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2
1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2
0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2
0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,2
0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,2
1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0
0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2
1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,2
0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1
0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2
1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1
0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1
0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,2
0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,2
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0
1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,2
1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,2
1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1
1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1
0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,2
1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1
0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,2
1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,2
1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0
0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2
0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,2
1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2
0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,2
0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,2
1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2
0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0
0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,2
0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1
1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0
1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,2
1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2
0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0
1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2
1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,2
1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2
1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1
0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,2
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1
1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,2
1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,2
1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1
1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1
1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,2
1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0
1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1
0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,2
1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,2
1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1
0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0
1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0
0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,2
0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,2
1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1
1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1
0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1
0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1
1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1
1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,2
0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,2
1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1
0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,2
1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2
1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1
1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1
1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,2
1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,2
0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1
0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,2
1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,2
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2
0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,2
1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,2
1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0
1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0
1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,2
0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,2
0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,2
1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2
1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,2
0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0
0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0
1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,2
0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,2
0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0
1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,2
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2
1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1
0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1
0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0
0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1
0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1
0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
